iter	Accuracy	MultiClass
0	0.6914810473	1.165322212
1	0.7512700274	1.027602584
2	0.7772567409	0.9222540648
3	0.7835091833	0.8504870001
4	0.7930832356	0.7871920474
5	0.8040250098	0.7286339218
6	0.8118405627	0.6836784448
7	0.8241500586	0.6386163606
8	0.8317702227	0.6050962457
9	0.8350918327	0.5680187187
10	0.8450566628	0.5394372053
11	0.8559984369	0.5108189913
12	0.858147714	0.4921665901
13	0.8624462681	0.4718848234
14	0.8722157093	0.4512018216
15	0.881398984	0.4295670087
16	0.8856975381	0.4131280212
17	0.8919499805	0.3960653952
18	0.8968347011	0.3840385835
19	0.909144197	0.3648186809
20	0.9169597499	0.3461309525
21	0.9216490817	0.3314240949
22	0.9314185229	0.313488348
23	0.9327862446	0.3059351734
24	0.9382571317	0.2938051016
25	0.9435326299	0.2824393057
26	0.9476357952	0.2734130996
27	0.9529112935	0.2611890976
28	0.9574052364	0.2536845051
29	0.9609222352	0.2424015219
30	0.9675654553	0.2317026064
31	0.9708870653	0.2243781299
32	0.97342712	0.2142675132
33	0.9749902306	0.2055646969
34	0.9779210629	0.1977696345
35	0.9798749512	0.18972736
36	0.982219617	0.1818144276
37	0.9818288394	0.1772688434
38	0.9839781165	0.1716456569
39	0.9849550606	0.1665645664
40	0.9853458382	0.1598447687
41	0.9882766706	0.1528632865
42	0.9902305588	0.1468244072
43	0.9906213365	0.1421196768
44	0.9919890582	0.1380166407
45	0.9929660023	0.1334700293
46	0.9937475576	0.1285106042
47	0.9945291129	0.1236926518
48	0.9951152794	0.1190069794
49	0.9958968347	0.1141559355
50	0.9960922235	0.1103569269
51	0.99667839	0.1071020313
52	0.9974599453	0.1032197606
53	0.9976553341	0.1000812081
54	0.9982415006	0.09659865016
55	0.9980461118	0.0933925778
56	0.9980461118	0.09120422802
57	0.9988276671	0.08801364212
58	0.9988276671	0.08588125297
59	0.9988276671	0.08341182615
60	0.9990230559	0.0806550993
61	0.9988276671	0.07884053783
62	0.9990230559	0.07647404681
63	0.9994138335	0.07429148613
64	0.9994138335	0.07258099274
65	0.9996092224	0.07076353088
66	0.9996092224	0.06897386094
67	0.9996092224	0.06725678799
68	0.9998046112	0.06548712897
69	0.9998046112	0.06375005411
70	1	0.06188927825
71	1	0.06045123019
72	1	0.05908927714
73	1	0.05760699481
74	1	0.05643308262
75	1	0.05535189568
76	1	0.05425944054
77	1	0.05304070287
78	1	0.05218596522
79	1	0.05119978625
80	1	0.04998356209
81	1	0.04877646602
82	1	0.04785691548
83	1	0.04682315415
84	1	0.04564021159
85	1	0.04449170089
86	1	0.04384549862
87	1	0.04314447562
88	1	0.04235440861
89	1	0.041359526
90	1	0.04044470366
91	1	0.03988953666
92	1	0.03907842064
93	1	0.03828552211
94	1	0.03761653789
95	1	0.03676111962
96	1	0.03612248658
97	1	0.03546897276
98	1	0.03492351305
99	1	0.03442316256
100	1	0.03379343501
101	1	0.03331209082
102	1	0.03277019238
103	1	0.0320576197
104	1	0.03166107873
105	1	0.03109421485
106	1	0.03071660573
