iter	Accuracy	MultiClass
0	0.653125	1.189256035
1	0.7166015625	1.048320606
2	0.7642578125	0.9375121673
3	0.772265625	0.8552469569
4	0.7919921875	0.7816344487
5	0.80078125	0.7268157562
6	0.807421875	0.679637982
7	0.813671875	0.6417425555
8	0.821875	0.6081897522
9	0.830859375	0.575212345
10	0.840625	0.5438966492
11	0.8537109375	0.511751474
12	0.8611328125	0.4887788179
13	0.86953125	0.466011301
14	0.8818359375	0.4423967014
15	0.887890625	0.4245024765
16	0.8921875	0.4087392952
17	0.903515625	0.3889566917
18	0.9078125	0.3746153607
19	0.9146484375	0.3595545237
20	0.9224609375	0.3408711019
21	0.9259765625	0.3290221255
22	0.9294921875	0.3176710046
23	0.9330078125	0.3071459353
24	0.941015625	0.2931616422
25	0.9423828125	0.2845405933
26	0.946484375	0.2741464476
27	0.95078125	0.2609266608
28	0.9509765625	0.2551848544
29	0.959375	0.2427638682
30	0.9615234375	0.2333381452
31	0.9658203125	0.2247223233
32	0.96953125	0.216032222
33	0.9705078125	0.2085269015
34	0.97265625	0.20124809
35	0.97734375	0.1910125352
36	0.9794921875	0.183415707
37	0.98125	0.1764482259
38	0.9833984375	0.1703805294
39	0.9841796875	0.1643056833
40	0.984765625	0.1597680848
41	0.9857421875	0.1552913265
42	0.98828125	0.1498928917
43	0.988671875	0.1442915519
44	0.9904296875	0.1396008173
45	0.991015625	0.1352836096
46	0.992578125	0.1299678787
47	0.9939453125	0.1253227221
48	0.99453125	0.1207112607
49	0.9955078125	0.1162681707
50	0.9962890625	0.1132066842
51	0.997265625	0.108893303
52	0.9974609375	0.1045296297
53	0.998046875	0.1010269691
54	0.9982421875	0.09811044623
55	0.9984375	0.09499415838
56	0.9984375	0.09172579663
57	0.9986328125	0.08889207861
58	0.998828125	0.08596770558
59	0.9990234375	0.08378762788
60	0.9994140625	0.08112192341
61	0.9990234375	0.07936069055
62	0.99921875	0.07658848257
63	0.99921875	0.07442060586
64	0.99921875	0.0726878175
65	0.999609375	0.07058913374
66	0.9998046875	0.06855434427
67	0.999609375	0.06705535378
68	0.999609375	0.06542262565
69	0.9998046875	0.06408447027
70	0.999609375	0.06228190182
71	0.999609375	0.06091379905
72	0.999609375	0.05956280302
73	0.9998046875	0.05776614447
74	1	0.05615503894
75	1	0.0549348614
76	1	0.05375968538
77	1	0.05260748426
78	1	0.05166885183
79	0.9998046875	0.05044964305
80	1	0.04913720924
81	1	0.0482303482
82	1	0.04715988995
83	1	0.04617954381
84	1	0.04503621775
85	1	0.04386872289
86	1	0.04322416321
87	1	0.04230575634
88	1	0.04147926666
89	1	0.04045576302
90	1	0.03974809747
91	1	0.03889976725
92	1	0.03804411624
93	1	0.03756250414
94	1	0.03680292035
95	1	0.0362177438
96	1	0.03542050703
97	1	0.03478329995
98	1	0.03401480702
99	1	0.03338478603
100	1	0.03277666241
101	1	0.03210674679
102	1	0.03154672224
103	1	0.03110124236
104	1	0.03058595894
105	1	0.02997762379
106	1	0.02951013292
107	1	0.0290709389
108	1	0.02864491966
109	1	0.02806530281
110	1	0.02765133086
111	1	0.02714947645
112	1	0.02673562372
113	1	0.02639215468
114	1	0.02604211552
115	1	0.02571336026
116	1	0.0253256238
117	1	0.02484090152
118	1	0.02450830182
119	1	0.02415179392
120	1	0.0238543717
121	1	0.02347078255
122	1	0.02326519147
123	1	0.02295337435
124	1	0.0226674781
125	1	0.02229366545
126	1	0.02195087178
127	1	0.02170888238
128	1	0.02137619131
129	1	0.02109462025
130	1	0.02086384293
131	1	0.02056237248
132	1	0.02023353075
133	1	0.01994695662
134	1	0.01964267489
135	1	0.01936943553
136	1	0.01917791449
137	1	0.01897725198
138	1	0.01878737029
139	1	0.01851997593
140	1	0.01831501684
141	1	0.01803268198
142	1	0.01782932913
143	1	0.01759112032
144	1	0.01733077535
145	1	0.01714880438
146	1	0.01690662192
147	1	0.01673476895
148	1	0.0165110415
149	1	0.01634199033
150	1	0.01619467969
151	1	0.01604028876
152	1	0.01584970092
153	1	0.01565812242
154	1	0.01547325826
155	1	0.01534275901
156	1	0.01512728897
157	1	0.01497755744
158	1	0.01482218812
159	1	0.01463463813
160	1	0.01451388376
161	1	0.01434200051
162	1	0.01417135438
163	1	0.01404132785
164	1	0.01393126993
165	1	0.01378055214
166	1	0.01362747504
167	1	0.01345809229
168	1	0.0132995701
169	1	0.01318424175
170	1	0.01306728135
171	1	0.01295096165
172	1	0.01282386723
173	1	0.01270101899
174	1	0.0125510903
175	1	0.01242782211
176	1	0.01230519059
