iter	Accuracy	MultiClass
177	1	0.01219578876
178	1	0.01209280482
179	1	0.01196039818
180	1	0.01183290962
181	1	0.01170151228
182	1	0.01160818576
183	1	0.01149696396
184	1	0.01139507132
185	1	0.01127914668
186	1	0.01116366483
187	1	0.01103599871
188	1	0.01094247629
189	1	0.01083997096
190	1	0.01072207108
191	1	0.01062398614
192	1	0.01054549094
193	1	0.01046187974
194	1	0.01038233709
195	1	0.01031672873
196	1	0.01023047316
197	1	0.01014646379
198	1	0.01005975618
199	1	0.009986687566
200	1	0.00990555727
201	1	0.009820985244
202	1	0.009726095839
203	1	0.009663843934
204	1	0.0095858717
205	1	0.009518598112
206	1	0.009453497082
207	1	0.009403444802
208	1	0.009352699859
209	1	0.009275714636
210	1	0.009201908263
211	1	0.009131041951
212	1	0.009067161134
213	1	0.009010420415
214	1	0.008945809293
215	1	0.008886846124
216	1	0.008822956356
217	1	0.008758694375
218	1	0.008696400644
219	1	0.00863124855
220	1	0.008575186334
221	1	0.008511638628
222	1	0.008452223724
223	1	0.008392356971
224	1	0.008343640491
225	1	0.008281496222
226	1	0.008221502723
227	1	0.008169433893
228	1	0.008121484585
229	1	0.00805439863
230	1	0.00799673498
231	1	0.007934742884
232	1	0.007887507143
233	1	0.007833870642
234	1	0.007771853913
235	1	0.007722640748
236	1	0.007675155127
237	1	0.007626398245
238	1	0.007588157846
239	1	0.007547779358
240	1	0.007504969
241	1	0.007458531127
242	1	0.007403546172
243	1	0.007365573196
244	1	0.007332226226
245	1	0.007292651774
246	1	0.007254607788
247	1	0.007215509235
248	1	0.007175634194
249	1	0.00712956147
