iter	Accuracy	MultiClass
0	0.6841796875	1.176300409
1	0.73984375	1.031780207
2	0.7720703125	0.9226300056
3	0.785546875	0.8432494509
4	0.7951171875	0.7819901247
5	0.81328125	0.7211296914
6	0.81953125	0.6788905529
7	0.837109375	0.6333026279
8	0.84140625	0.5982630487
9	0.8447265625	0.5673458343
10	0.849609375	0.5373158077
11	0.85390625	0.517651406
12	0.8623046875	0.4924826481
13	0.8697265625	0.4677661631
14	0.8716796875	0.4491093264
15	0.880859375	0.4281244199
16	0.8875	0.4125928374
17	0.89140625	0.3980811169
18	0.8978515625	0.3838224197
19	0.902734375	0.3697884674
20	0.9109375	0.3527294461
21	0.916015625	0.3424967776
22	0.9173828125	0.3322569075
23	0.9267578125	0.3152552754
24	0.9306640625	0.3031490748
25	0.9359375	0.2918281124
26	0.9408203125	0.2825816336
27	0.9498046875	0.2702326371
28	0.9513671875	0.2612604906
29	0.95625	0.2488090969
30	0.964453125	0.2355884886
31	0.968359375	0.2237679484
32	0.9708984375	0.2150770484
33	0.9740234375	0.2080293361
34	0.97890625	0.1986961382
35	0.9810546875	0.1907453521
36	0.9828125	0.1828057649
37	0.9837890625	0.17650804
38	0.9845703125	0.1720286199
39	0.9859375	0.1644806335
40	0.9892578125	0.1575325902
41	0.9892578125	0.1514561326
42	0.9921875	0.1450915992
43	0.99296875	0.1407409759
44	0.9939453125	0.1372737621
45	0.9939453125	0.1325049518
46	0.994140625	0.1294679438
47	0.9951171875	0.1249281546
48	0.996484375	0.1200638938
49	0.9970703125	0.1171706292
50	0.99765625	0.1129461893
51	0.9978515625	0.1095053907
52	0.998828125	0.10502677
53	0.9990234375	0.1015308887
54	0.9990234375	0.09890133252
55	0.9990234375	0.09614955737
56	0.9990234375	0.09365291749
57	0.99921875	0.09134530114
58	0.9994140625	0.08828897235
59	0.99921875	0.08543464667
60	0.99921875	0.08353113897
61	0.9994140625	0.08111045801
62	0.9998046875	0.07847417018
63	0.9998046875	0.07627217153
64	0.9998046875	0.07400665858
65	0.9998046875	0.0719560165
66	0.9998046875	0.07018339764
67	0.9998046875	0.06849089154
68	0.9998046875	0.06675095083
69	0.9998046875	0.06507102371
70	0.999609375	0.063439353
71	0.9998046875	0.06182175093
72	0.9998046875	0.06014767685
73	1	0.05873325603
74	0.9998046875	0.05730207807
75	1	0.05624958806
76	0.9998046875	0.05516892769
77	1	0.05372277553
78	1	0.05258946238
79	1	0.05168404523
80	1	0.05025204988
81	1	0.048859014
82	1	0.04810704448
83	1	0.04711583519
84	1	0.04618708513
85	1	0.04531492625
86	1	0.04436489545
87	1	0.04347709787
88	1	0.04254122303
89	1	0.04162027825
90	1	0.04062251932
91	1	0.03985128187
92	1	0.03907054604
93	1	0.03864814321
94	1	0.03784471033
95	1	0.03722774397
96	1	0.03664058434
97	1	0.03596529785
98	1	0.03535113648
99	1	0.03468297403
100	1	0.03399719809
101	1	0.03340057147
102	1	0.03292056564
103	1	0.03243954275
104	1	0.03176362149
105	1	0.03125266358
106	1	0.03059731033
107	1	0.03027491271
108	1	0.02984655474
109	1	0.02936765029
110	1	0.02883969582
111	1	0.02837431201
112	1	0.02801154102
113	1	0.02763935338
114	1	0.02714914424
115	1	0.02677624853
116	1	0.02638398569
117	1	0.02593183991
118	1	0.02564716013
119	1	0.02525187541
120	1	0.02489800178
121	1	0.02458590252
122	1	0.02423986326
123	1	0.02383991713
124	1	0.02337035946
125	1	0.02301151145
126	1	0.02263281895
127	1	0.0223525395
128	1	0.02208575197
129	1	0.02177494754
130	1	0.02148604062
131	1	0.02122666216
132	1	0.02091169796
133	1	0.02061014796
134	1	0.02033388331
135	1	0.0201178181
136	1	0.01985708488
137	1	0.01967981415
138	1	0.01941968184
139	1	0.01910928311
140	1	0.01892124053
